student_id,gender,age,attendance_rate,study_hours_weekly,previous_grades,assignment_completion,class_participation,extra_curricular,library_visits,online_resource_hours,parent_education,family_income,internet_access,tutoring,mentor_support,stress_level,motivation_score,final_grade,performance_category,pass_fail
756,Female,19,72.55,4.0,91.78,61.27,1.7,No,4,9.6,Master,Medium,No,No,No,3.6,5.1,83.98,Average,Pass
757,Female,19,87.5,2.6,36.79,61.33,7.1,Yes,4,8.1,Bachelor,Medium,Yes,No,No,6.2,9.5,97.6,Excellent,Pass
758,Male,20,72.93,4.2,33.9,96.85,2.6,No,3,17.5,Bachelor,Medium,Yes,Yes,No,8.9,8.0,79.53,Average,Pass
759,Male,21,76.77,11.9,39.05,94.37,7.5,Yes,4,0.6,PhD,High,Yes,Yes,No,2.1,2.2,113.56,Excellent,Pass
760,Male,22,53.57,5.4,34.04,51.78,7.4,Yes,4,17.9,High School,High,No,Yes,Yes,4.7,8.6,85.27,Excellent,Pass
761,Female,22,90.82,15.6,89.15,44.63,3.1,No,3,13.0,High School,Low,Yes,Yes,Yes,3.4,9.4,126.45,Excellent,Pass
762,Female,16,65.72,1.5,34.13,89.39,3.4,No,1,14.8,Master,Medium,No,Yes,No,1.1,3.5,64.73,Below Average,Pass
763,Male,23,48.46,3.8,49.02,93.42,6.9,Yes,1,0.1,Master,Low,Yes,Yes,No,8.1,4.0,86.13,Excellent,Pass
764,Female,21,79.85,7.4,37.26,67.91,4.5,Yes,4,12.6,Bachelor,Medium,Yes,No,Yes,8.3,2.1,71.03,Average,Pass
765,Male,18,52.97,17.9,50.68,74.06,2.8,No,4,11.8,PhD,Low,Yes,Yes,Yes,3.0,4.1,106.24,Excellent,Pass
766,Male,18,45.85,1.9,36.34,47.98,7.6,No,3,10.7,PhD,Medium,Yes,Yes,No,2.4,7.1,97.02,Excellent,Pass
767,Male,22,91.72,5.2,76.76,86.06,2.4,No,2,15.7,High School,Medium,Yes,No,No,2.3,3.4,94.82,Excellent,Pass
768,Female,18,67.61,7.0,39.33,74.25,8.7,No,3,11.1,High School,Low,No,Yes,Yes,5.2,1.1,81.55,Average,Pass
769,Female,20,84.96,10.9,89.63,65.25,5.6,No,3,17.1,Master,High,Yes,No,No,3.2,4.0,95.13,Excellent,Pass
770,Male,19,57.44,3.8,87.2,34.21,2.0,Yes,4,4.7,Bachelor,Medium,Yes,No,No,5.6,5.1,49.15,At Risk,Fail
771,Male,17,87.22,4.5,30.96,94.12,7.2,Yes,3,16.1,High School,Medium,Yes,Yes,No,4.5,6.1,111.73,Excellent,Pass
772,Male,24,46.72,2.7,92.7,73.08,5.7,Yes,0,3.6,Master,Medium,Yes,Yes,Yes,2.9,7.2,121.14,Excellent,Pass
773,Male,16,61.36,4.3,32.03,43.49,3.7,No,5,16.3,Bachelor,High,No,Yes,No,7.8,1.6,51.6,Below Average,Fail
774,Female,23,98.68,4.8,46.78,72.45,4.8,No,2,18.8,Bachelor,Low,Yes,Yes,No,2.4,5.2,83.13,Average,Pass
775,Female,24,87.64,6.8,32.27,77.42,3.7,Yes,2,6.7,High School,Medium,Yes,Yes,Yes,8.2,3.4,92.28,Excellent,Pass
776,Male,23,69.84,8.2,53.51,66.8,3.4,Yes,3,10.6,Bachelor,Medium,Yes,Yes,No,6.1,9.5,112.51,Excellent,Pass
777,Male,15,60.39,2.2,65.97,80.27,2.5,Yes,2,13.2,Bachelor,High,Yes,Yes,Yes,8.5,4.2,54.78,Below Average,Fail
778,Female,24,92.33,3.5,85.77,70.7,4.3,Yes,2,1.6,High School,Medium,Yes,No,No,1.0,1.9,90.22,Excellent,Pass
779,Female,17,72.69,6.5,53.66,96.34,3.3,Yes,2,9.9,Bachelor,Medium,Yes,Yes,No,7.7,1.4,80.79,Average,Pass
780,Male,22,85.51,1.6,79.38,33.76,7.2,Yes,1,7.2,Bachelor,High,Yes,No,Yes,1.5,3.4,68.63,Below Average,Pass
781,Male,20,85.25,13.0,43.13,37.44,7.2,Yes,3,17.4,PhD,High,Yes,Yes,Yes,9.6,2.6,74.26,Average,Pass
782,Male,19,41.08,10.3,82.54,42.16,5.5,Yes,4,17.5,PhD,Medium,Yes,No,No,7.3,6.8,98.37,Excellent,Pass
783,Female,19,47.58,7.1,46.52,78.31,8.0,Yes,1,14.0,High School,Low,Yes,Yes,Yes,3.9,8.6,104.84,Excellent,Pass
784,Female,20,79.58,7.9,40.05,75.19,8.6,Yes,2,13.1,Master,Medium,Yes,No,No,3.9,3.8,80.09,Average,Pass
785,Female,21,49.7,9.8,42.98,92.44,6.2,No,3,14.7,Master,Medium,Yes,Yes,No,8.8,6.2,80.76,Average,Pass
786,Male,15,55.33,10.1,42.74,81.3,6.6,Yes,2,7.3,Master,Medium,Yes,No,No,9.1,7.6,76.26,Average,Pass
787,Male,23,96.8,7.2,65.9,65.58,3.5,No,4,8.1,Bachelor,Medium,No,Yes,No,9.0,4.6,83.92,Average,Pass
788,Female,17,73.61,2.4,89.14,99.43,9.1,No,0,11.1,High School,Low,Yes,No,No,8.3,1.6,89.57,Excellent,Pass
789,Female,18,85.04,6.5,35.57,48.63,1.2,Yes,4,18.8,Master,Medium,Yes,Yes,Yes,8.4,3.1,78.17,Average,Pass
790,Male,24,73.48,10.4,79.49,88.32,4.1,Yes,2,14.5,High School,Low,Yes,No,Yes,6.2,8.9,102.65,Excellent,Pass
791,Female,15,73.15,5.9,75.8,59.88,7.5,No,7,11.0,High School,Low,No,Yes,Yes,1.3,8.4,104.69,Excellent,Pass
792,Female,24,45.65,8.8,91.08,75.41,1.7,No,4,15.4,Bachelor,Medium,Yes,No,No,1.8,1.8,81.08,Average,Pass
793,Male,17,60.62,8.0,47.09,80.91,2.6,No,2,7.4,PhD,Medium,No,Yes,No,6.8,3.0,79.02,Average,Pass
794,Female,16,56.95,8.7,61.51,74.36,6.3,No,2,14.6,High School,Medium,Yes,Yes,No,4.6,7.9,104.82,Excellent,Pass
795,Male,16,63.44,3.9,94.81,39.84,6.0,Yes,6,8.2,Bachelor,Low,Yes,No,No,6.1,5.4,97.79,Excellent,Pass
796,Male,15,87.9,8.6,76.2,61.01,7.7,Yes,2,5.6,Bachelor,Low,Yes,No,No,3.1,7.8,130.28,Excellent,Pass
797,Male,22,62.32,3.1,57.21,69.3,8.3,Yes,8,12.2,Master,Medium,Yes,No,Yes,6.8,2.9,58.02,Below Average,Fail
798,Male,17,67.1,3.1,39.2,89.43,2.2,Yes,3,13.7,Bachelor,Medium,Yes,No,Yes,3.2,9.6,102.55,Excellent,Pass
799,Male,17,63.84,4.2,48.37,61.06,1.2,Yes,2,9.2,High School,Medium,Yes,No,No,5.1,8.1,88.74,Excellent,Pass
800,Male,20,45.6,7.7,70.69,94.31,7.2,No,2,11.3,High School,Low,No,No,No,5.3,2.8,66.01,Below Average,Pass
801,Male,22,66.46,6.3,80.27,60.83,3.7,Yes,4,13.9,Bachelor,Medium,Yes,Yes,No,2.6,6.0,104.61,Excellent,Pass
802,Female,23,51.74,6.0,38.71,68.41,6.6,Yes,4,15.4,High School,High,Yes,Yes,No,8.9,2.0,75.61,Average,Pass
803,Male,23,51.2,4.6,71.97,85.74,2.4,No,6,17.9,High School,Low,Yes,No,No,5.7,4.3,59.39,Below Average,Fail
804,Male,18,45.64,1.1,68.52,70.81,5.2,No,4,7.1,Bachelor,Medium,Yes,No,Yes,8.8,6.9,68.21,Below Average,Pass
805,Female,19,61.4,5.3,65.98,97.22,5.5,Yes,4,19.0,Bachelor,Medium,Yes,No,No,3.4,4.0,90.04,Excellent,Pass
806,Female,16,85.45,2.7,78.31,76.22,6.3,No,5,12.7,Master,Low,Yes,No,No,2.6,6.9,85.74,Excellent,Pass
807,Female,23,56.59,2.6,88.62,66.59,5.6,No,3,15.8,High School,Low,Yes,Yes,Yes,1.2,3.2,84.61,Average,Pass
808,Male,22,58.74,7.5,52.61,31.65,5.5,Yes,2,14.0,Bachelor,Medium,Yes,Yes,No,1.8,7.5,108.65,Excellent,Pass
809,Female,17,78.56,1.2,92.23,58.96,4.0,Yes,3,4.1,Bachelor,Low,Yes,No,No,2.3,4.2,102.97,Excellent,Pass
810,Male,23,51.75,11.0,41.24,50.95,1.6,Yes,2,1.4,High School,Low,Yes,Yes,No,1.7,8.1,81.99,Average,Pass
811,Male,17,93.82,6.1,42.11,82.37,1.8,Yes,2,14.5,Bachelor,Medium,Yes,Yes,Yes,9.1,2.2,47.77,At Risk,Fail
812,Male,23,71.21,4.0,48.67,44.58,4.9,Yes,8,10.2,High School,Low,No,No,Yes,9.2,4.3,73.52,Average,Pass
813,Male,16,66.86,0.7,38.37,44.37,4.2,No,2,14.0,Master,Medium,Yes,No,Yes,9.4,5.2,69.15,Below Average,Pass
814,Female,24,73.47,3.1,46.12,43.27,5.6,No,4,9.5,Bachelor,Low,Yes,Yes,Yes,9.6,4.8,76.6,Average,Pass
815,Female,23,49.96,4.8,37.45,38.79,3.7,No,8,6.2,Bachelor,Medium,Yes,No,No,5.4,4.9,52.79,Below Average,Fail
816,Male,22,76.81,1.1,87.52,51.77,7.2,No,5,5.7,High School,Medium,No,Yes,No,5.8,5.0,75.43,Average,Pass
817,Male,23,61.79,4.1,39.73,92.01,8.8,No,7,14.6,High School,Medium,Yes,Yes,No,2.2,9.9,113.14,Excellent,Pass
818,Male,19,93.83,10.0,82.31,84.24,3.7,Yes,3,5.5,Bachelor,Medium,Yes,No,No,2.2,2.7,110.83,Excellent,Pass
819,Female,16,50.13,5.2,33.35,81.47,2.7,Yes,1,14.3,Bachelor,Low,Yes,No,Yes,8.0,7.9,65.36,Below Average,Pass
820,Male,22,70.42,11.1,96.4,85.81,2.0,No,2,7.7,High School,Medium,No,Yes,No,8.7,6.0,99.96,Excellent,Pass
821,Male,20,75.89,3.2,79.78,48.86,6.5,Yes,2,15.4,High School,Low,Yes,No,No,8.1,4.7,76.3,Average,Pass
822,Female,22,42.0,1.7,30.48,92.12,5.0,Yes,2,2.9,Bachelor,Low,Yes,Yes,No,8.5,6.7,81.43,Average,Pass
823,Female,19,61.82,7.0,83.47,39.61,2.7,No,6,4.1,Bachelor,Medium,Yes,No,Yes,3.5,8.7,67.56,Below Average,Pass
824,Male,24,83.96,7.9,65.99,53.54,6.9,No,2,13.7,High School,High,No,Yes,No,5.2,5.2,96.84,Excellent,Pass
825,Female,16,89.22,9.8,84.56,71.07,2.3,Yes,5,11.2,Bachelor,Medium,Yes,No,No,5.1,8.8,104.22,Excellent,Pass
826,Female,20,58.79,11.6,66.57,37.2,6.0,No,2,4.1,Bachelor,Low,Yes,No,No,10.0,1.8,83.37,Average,Pass
827,Male,19,87.92,5.2,74.87,81.11,5.7,Yes,4,18.1,Bachelor,High,No,Yes,Yes,9.5,6.9,102.4,Excellent,Pass
828,Female,19,98.07,10.5,85.04,57.11,7.6,No,5,5.5,Bachelor,Low,Yes,No,No,6.4,4.0,104.9,Excellent,Pass
829,Male,15,91.41,19.8,58.36,84.91,1.5,Yes,1,8.4,Bachelor,High,Yes,No,No,2.2,4.5,98.65,Excellent,Pass
830,Female,16,47.06,8.9,30.19,64.5,9.0,No,4,4.0,High School,Medium,Yes,Yes,Yes,3.3,6.1,87.33,Excellent,Pass
831,Male,22,84.38,3.2,89.5,42.66,7.3,Yes,1,7.8,High School,Medium,No,No,No,4.3,5.3,94.47,Excellent,Pass
832,Male,17,59.18,5.3,56.66,81.43,2.9,No,5,9.8,Bachelor,Medium,Yes,No,Yes,8.9,4.4,61.28,Below Average,Pass
833,Male,24,99.3,6.9,64.72,47.65,2.7,Yes,6,5.9,Bachelor,High,No,No,No,2.5,3.8,79.54,Average,Pass
834,Female,17,69.12,6.7,30.54,64.36,4.9,Yes,4,15.4,Bachelor,High,Yes,No,No,3.0,6.6,84.95,Average,Pass
835,Male,22,47.35,4.8,64.45,35.29,8.4,Yes,3,7.9,Master,Medium,Yes,No,Yes,4.1,5.6,63.4,Below Average,Pass
836,Female,22,83.51,12.3,99.05,73.25,8.6,Yes,1,14.6,Master,Medium,Yes,No,No,9.3,3.9,101.33,Excellent,Pass
837,Male,16,59.38,1.6,49.48,76.61,5.7,Yes,1,4.1,High School,Medium,Yes,No,Yes,5.5,2.8,74.92,Average,Pass
838,Male,22,99.82,5.5,57.68,56.51,8.7,Yes,1,7.5,Master,Medium,No,No,No,6.8,8.0,93.99,Excellent,Pass
839,Female,15,98.79,6.8,78.1,96.81,1.0,No,3,0.2,Bachelor,High,Yes,No,No,4.5,8.2,124.01,Excellent,Pass
840,Male,20,79.37,3.4,87.04,91.19,1.3,No,2,15.2,High School,Low,Yes,Yes,No,2.7,2.9,88.5,Excellent,Pass
841,Male,22,47.79,10.1,59.22,79.56,9.2,Yes,0,12.5,PhD,Medium,Yes,No,No,3.0,3.4,74.23,Average,Pass
842,Female,17,81.21,6.4,51.68,79.96,8.0,No,1,16.4,Master,High,Yes,No,No,8.2,3.2,81.99,Average,Pass
843,Male,22,45.58,5.9,95.65,47.67,5.1,Yes,6,9.1,PhD,High,Yes,No,No,9.0,9.0,79.39,Average,Pass
844,Male,15,41.76,7.7,77.4,75.98,7.8,Yes,4,16.0,High School,Low,Yes,No,No,5.4,8.0,103.05,Excellent,Pass
845,Male,23,89.38,6.0,38.33,43.87,9.6,Yes,2,13.0,High School,Low,No,Yes,Yes,4.2,1.7,76.81,Average,Pass
846,Male,23,52.59,8.5,34.82,40.08,7.9,Yes,4,0.1,Bachelor,High,Yes,Yes,Yes,8.3,8.5,84.3,Average,Pass
847,Female,19,62.74,1.0,63.85,99.96,8.6,Yes,5,5.1,Bachelor,Medium,Yes,No,No,7.1,1.3,85.24,Excellent,Pass
848,Female,24,98.41,1.3,45.41,73.57,7.8,No,0,9.9,High School,Medium,Yes,No,No,1.4,3.3,65.55,Below Average,Pass
849,Male,18,60.21,9.0,47.78,60.17,2.5,Yes,0,12.4,Master,Low,Yes,No,No,4.2,9.3,84.74,Average,Pass
850,Female,20,57.79,5.3,91.44,50.17,8.5,Yes,4,1.3,Bachelor,High,Yes,No,Yes,7.1,8.8,94.57,Excellent,Pass
851,Male,21,95.09,3.3,36.27,72.27,2.8,Yes,3,14.1,Bachelor,Low,No,No,No,6.2,8.0,92.8,Excellent,Pass
852,Female,19,46.64,6.4,80.08,33.47,9.0,No,4,10.9,Bachelor,Low,Yes,Yes,No,9.8,5.1,78.21,Average,Pass
853,Male,24,85.57,5.2,48.98,36.63,5.1,No,1,10.5,Bachelor,Low,Yes,No,No,8.8,3.9,53.59,Below Average,Fail
854,Male,23,99.28,3.1,83.22,32.3,7.1,No,3,5.8,High School,High,Yes,Yes,No,1.5,8.9,112.89,Excellent,Pass
855,Male,17,94.08,16.4,80.57,64.94,5.5,No,4,11.9,PhD,Medium,Yes,No,No,7.5,6.9,99.66,Excellent,Pass
856,Male,21,79.1,12.3,30.52,72.04,1.8,No,2,0.5,Bachelor,Medium,Yes,No,No,4.0,3.7,65.99,Below Average,Pass
857,Male,24,58.84,3.6,65.64,34.37,3.6,No,5,1.3,High School,Medium,Yes,Yes,No,7.1,5.2,76.68,Average,Pass
858,Male,24,55.26,3.7,39.75,80.49,9.9,Yes,2,14.7,Master,High,Yes,Yes,No,6.6,8.9,71.37,Average,Pass
859,Female,19,89.16,3.2,90.64,46.13,9.6,No,4,6.4,PhD,Medium,Yes,Yes,Yes,5.5,9.1,103.26,Excellent,Pass
860,Male,21,92.79,4.1,91.01,77.96,3.9,Yes,2,6.9,Master,Medium,No,No,No,8.7,6.9,86.07,Excellent,Pass
861,Female,16,71.53,8.1,59.28,98.73,10.0,No,3,4.2,Master,High,No,Yes,No,7.4,7.6,122.65,Excellent,Pass
862,Male,18,54.66,5.7,61.11,78.38,8.6,No,3,8.9,Bachelor,Medium,Yes,No,No,9.0,1.4,71.44,Average,Pass
863,Female,16,46.78,4.1,51.23,91.82,6.5,No,0,1.0,PhD,Medium,Yes,Yes,Yes,3.5,6.4,89.25,Excellent,Pass
864,Female,21,45.23,4.9,80.16,96.37,1.4,Yes,5,6.0,High School,High,No,No,Yes,4.1,7.2,84.14,Average,Pass
865,Female,16,83.14,4.1,55.11,64.07,9.1,No,5,10.5,Master,Medium,Yes,Yes,No,6.6,1.2,80.41,Average,Pass
866,Male,15,65.21,3.0,48.75,79.16,6.0,No,2,9.3,Bachelor,Medium,Yes,Yes,No,9.7,8.6,87.98,Excellent,Pass
867,Male,23,94.32,2.6,60.26,89.64,8.8,Yes,2,20.0,High School,Low,Yes,Yes,No,4.3,9.4,119.97,Excellent,Pass
868,Female,15,84.38,2.5,36.4,54.96,8.5,Yes,1,7.8,Bachelor,Medium,Yes,No,No,1.3,3.1,98.74,Excellent,Pass
869,Male,22,51.48,6.3,82.26,48.3,8.5,No,0,7.7,Bachelor,Medium,Yes,No,No,5.0,8.6,90.62,Excellent,Pass
870,Female,16,76.83,9.6,30.88,96.26,7.3,No,5,10.1,Bachelor,Low,Yes,Yes,Yes,5.9,7.0,101.57,Excellent,Pass
871,Male,22,66.13,5.9,75.11,80.84,3.6,Yes,2,3.8,High School,High,No,Yes,No,8.2,6.2,91.07,Excellent,Pass
872,Female,17,74.63,1.1,42.8,45.38,4.0,Yes,5,17.5,Master,Medium,Yes,Yes,No,7.6,8.6,90.12,Excellent,Pass
873,Female,20,84.28,6.2,46.27,61.44,3.8,Yes,3,11.4,High School,Medium,No,No,No,9.7,3.6,58.39,Below Average,Fail
874,Male,17,88.37,3.5,74.49,85.75,1.2,Yes,1,3.8,Bachelor,Medium,Yes,Yes,No,8.0,8.1,93.89,Excellent,Pass
875,Female,21,90.62,2.7,99.51,68.29,6.2,No,1,15.9,Master,Medium,No,No,No,3.7,3.8,73.5,Average,Pass
876,Male,24,55.24,2.0,84.44,75.5,7.3,No,4,0.7,Bachelor,Low,Yes,No,No,6.8,8.1,98.73,Excellent,Pass
877,Female,23,41.87,2.7,45.81,82.76,8.7,No,5,19.7,Bachelor,Medium,Yes,No,No,7.1,5.1,54.5,Below Average,Fail
878,Female,16,84.36,2.7,42.32,73.54,2.3,Yes,1,17.3,High School,Low,Yes,No,No,10.0,2.1,61.68,Below Average,Pass
879,Male,19,46.38,1.6,90.64,67.81,5.9,No,0,11.6,Bachelor,Low,Yes,Yes,No,2.2,4.4,104.28,Excellent,Pass
880,Male,20,58.9,2.7,61.09,82.47,1.1,Yes,1,2.2,PhD,Low,Yes,No,Yes,2.7,3.1,88.26,Excellent,Pass
881,Male,18,40.23,7.3,39.59,80.93,1.9,Yes,7,4.3,PhD,Low,Yes,Yes,No,2.4,1.9,67.77,Below Average,Pass
882,Female,18,80.9,10.7,90.35,74.09,1.5,Yes,4,5.6,Master,Medium,Yes,No,Yes,6.3,2.0,82.25,Average,Pass
883,Male,18,50.03,1.2,87.13,55.19,7.5,Yes,5,4.8,High School,Medium,Yes,No,Yes,2.2,8.0,94.51,Excellent,Pass
884,Female,16,79.32,8.7,98.87,58.41,1.7,Yes,2,10.0,High School,High,Yes,Yes,Yes,6.9,8.9,119.15,Excellent,Pass
885,Female,18,99.5,4.8,93.68,97.93,7.4,Yes,4,18.9,High School,Medium,Yes,Yes,No,8.2,9.3,124.99,Excellent,Pass
886,Male,15,44.36,2.0,89.63,37.87,3.2,Yes,4,8.9,Bachelor,Medium,Yes,Yes,No,4.9,8.7,87.05,Excellent,Pass
887,Male,20,44.62,4.1,33.68,48.8,8.9,Yes,0,13.2,High School,Medium,No,Yes,No,6.0,8.5,94.98,Excellent,Pass
888,Female,15,60.42,7.0,37.31,64.47,8.3,No,3,13.8,High School,Medium,Yes,Yes,Yes,9.2,1.6,68.84,Below Average,Pass
889,Female,24,91.98,5.4,69.83,88.57,9.6,Yes,3,17.4,Bachelor,Medium,Yes,Yes,Yes,6.1,8.1,118.64,Excellent,Pass
890,Male,20,52.93,1.4,67.2,41.46,9.0,No,5,0.7,Bachelor,Medium,No,Yes,No,2.9,8.0,80.82,Average,Pass
891,Male,15,61.62,5.1,62.06,49.39,9.4,Yes,3,8.1,Bachelor,Low,Yes,No,Yes,4.1,2.2,89.11,Excellent,Pass
892,Male,20,44.11,8.1,57.78,34.61,8.7,No,5,15.7,PhD,Medium,Yes,No,No,5.8,7.0,82.59,Average,Pass
893,Male,24,85.79,7.4,60.18,79.42,7.2,No,4,16.3,Bachelor,Medium,Yes,No,No,2.4,5.1,95.46,Excellent,Pass
894,Male,22,64.5,4.2,69.85,46.67,2.5,No,0,18.5,Master,Medium,Yes,No,No,6.5,9.1,59.64,Below Average,Fail
895,Female,16,85.55,5.3,30.15,57.21,3.4,No,2,14.1,Master,High,Yes,No,No,10.0,7.3,76.02,Average,Pass
896,Female,16,94.22,4.3,48.25,61.06,2.9,Yes,1,4.9,Bachelor,Low,Yes,No,Yes,6.9,9.6,77.56,Average,Pass
897,Female,18,53.97,7.1,66.28,92.39,6.4,Yes,3,10.1,High School,Low,No,No,No,4.4,1.9,84.25,Average,Pass
898,Female,17,88.44,7.4,80.56,58.79,5.5,Yes,5,0.6,High School,Medium,Yes,No,No,4.0,1.4,78.52,Average,Pass
899,Male,18,43.55,0.9,42.19,40.17,8.8,Yes,6,12.9,High School,High,Yes,Yes,No,9.4,9.8,71.04,Average,Pass
900,Male,21,93.93,8.1,68.28,66.7,9.6,Yes,2,11.1,Bachelor,Medium,No,No,Yes,8.8,1.7,94.85,Excellent,Pass
901,Male,15,79.05,6.9,80.01,97.41,4.6,No,2,13.3,PhD,Medium,Yes,No,No,5.3,4.5,92.4,Excellent,Pass
902,Female,20,92.45,3.5,61.12,72.54,5.6,Yes,6,18.6,PhD,Low,No,No,No,4.2,6.8,92.03,Excellent,Pass
903,Female,17,40.01,9.5,31.9,98.84,9.7,No,9,13.7,High School,Medium,Yes,No,Yes,7.4,8.9,111.18,Excellent,Pass
904,Male,24,50.14,4.3,61.45,88.88,3.5,No,3,6.4,PhD,Medium,Yes,Yes,No,3.8,3.3,96.67,Excellent,Pass
905,Male,21,63.39,3.1,50.75,32.52,8.1,No,0,4.0,Bachelor,High,Yes,Yes,Yes,2.1,1.3,67.63,Below Average,Pass
906,Female,24,62.77,3.5,95.08,76.09,3.0,No,3,17.1,Master,Low,Yes,No,No,3.8,5.7,72.13,Average,Pass
907,Female,16,53.6,5.5,38.72,50.07,7.1,No,1,3.9,High School,Medium,Yes,No,No,4.9,5.2,83.03,Average,Pass
908,Male,16,62.9,4.0,75.67,69.17,3.3,Yes,3,3.2,High School,Medium,Yes,Yes,No,3.3,3.8,73.79,Average,Pass
909,Male,18,47.73,3.5,33.69,49.55,9.0,Yes,3,4.1,Bachelor,Low,Yes,Yes,No,3.0,8.9,98.01,Excellent,Pass
910,Female,15,64.77,3.1,61.23,54.42,6.1,No,2,10.2,Master,Medium,Yes,No,No,1.1,7.7,84.21,Average,Pass
911,Male,17,88.14,7.6,68.78,94.62,2.7,No,0,2.5,High School,Medium,Yes,No,No,6.7,8.7,98.22,Excellent,Pass
912,Male,23,68.74,7.2,50.86,44.47,3.0,No,4,18.8,High School,Low,Yes,No,No,6.5,2.5,71.06,Average,Pass
913,Male,21,41.08,1.1,61.86,91.19,5.4,Yes,3,19.3,PhD,High,Yes,Yes,Yes,2.7,7.2,85.47,Excellent,Pass
914,Female,21,65.29,3.7,41.45,32.13,9.7,No,2,19.5,PhD,Low,Yes,Yes,No,9.5,9.8,80.04,Average,Pass
915,Female,18,41.63,8.0,51.29,36.36,7.9,Yes,1,0.8,High School,High,Yes,Yes,No,4.7,6.5,97.02,Excellent,Pass
916,Female,16,97.97,5.1,73.48,89.83,5.4,Yes,3,18.9,Master,High,Yes,No,No,1.2,2.5,114.58,Excellent,Pass
917,Female,18,47.65,8.3,51.13,74.14,4.0,Yes,0,19.9,Bachelor,Medium,Yes,Yes,No,3.0,10.0,128.81,Excellent,Pass
918,Female,20,82.46,9.9,92.98,82.31,5.9,Yes,4,18.8,Bachelor,Low,Yes,Yes,No,7.2,5.8,99.58,Excellent,Pass
919,Female,17,98.37,9.8,73.99,44.66,7.7,Yes,4,13.4,Bachelor,High,Yes,No,No,2.8,8.6,111.19,Excellent,Pass
920,Female,15,89.56,8.9,60.71,67.6,8.1,Yes,1,14.0,Bachelor,Medium,No,No,No,1.5,2.3,83.14,Average,Pass
921,Male,22,81.96,4.5,32.71,81.61,3.9,Yes,3,2.4,Bachelor,Low,Yes,Yes,No,6.6,7.0,96.86,Excellent,Pass
922,Male,19,90.37,3.9,64.97,73.91,7.5,Yes,3,17.5,Bachelor,Medium,Yes,No,No,5.7,9.2,105.38,Excellent,Pass
923,Male,19,98.91,4.8,83.53,63.02,6.9,No,3,1.2,Bachelor,Low,No,No,No,7.9,5.8,97.84,Excellent,Pass
924,Male,18,77.28,4.1,48.59,97.18,9.6,No,6,6.4,Master,High,No,No,Yes,8.0,3.6,73.63,Average,Pass
925,Male,20,73.55,9.1,86.47,77.33,9.4,Yes,5,19.8,Master,High,No,No,Yes,9.6,2.1,96.17,Excellent,Pass
926,Male,17,77.69,7.3,47.63,93.54,8.1,Yes,5,8.4,Bachelor,High,Yes,No,No,1.5,3.7,94.44,Excellent,Pass
927,Male,23,71.96,5.5,87.66,81.08,7.5,No,3,2.6,High School,Medium,Yes,Yes,Yes,1.4,4.2,106.79,Excellent,Pass
928,Female,19,78.11,2.2,35.97,81.48,3.5,Yes,2,19.4,Bachelor,Medium,No,No,No,9.9,7.4,63.4,Below Average,Pass
929,Female,17,66.99,7.2,90.63,35.6,8.6,Yes,5,19.7,Master,Low,No,No,No,6.8,2.6,95.25,Excellent,Pass
930,Male,15,53.11,9.9,64.94,55.16,4.8,No,5,3.7,Bachelor,Low,Yes,No,Yes,7.4,2.0,53.37,Below Average,Fail
931,Male,24,47.21,3.4,50.76,90.09,3.5,No,6,17.3,Bachelor,Low,Yes,No,No,1.9,4.5,69.62,Below Average,Pass
932,Female,20,44.1,9.3,48.56,46.28,4.5,Yes,1,7.8,High School,Medium,No,No,No,1.6,5.1,93.41,Excellent,Pass
933,Male,16,55.8,6.8,60.24,38.09,8.5,Yes,4,7.6,Bachelor,High,Yes,No,No,2.4,6.7,104.02,Excellent,Pass
934,Male,17,42.77,17.0,99.93,52.83,2.3,Yes,1,5.3,Bachelor,High,Yes,Yes,Yes,4.8,7.4,103.78,Excellent,Pass
935,Female,15,74.03,4.8,45.42,45.43,5.1,Yes,1,0.9,PhD,Low,Yes,Yes,No,2.0,9.0,90.69,Excellent,Pass
936,Male,23,57.03,3.6,37.23,94.77,5.4,Yes,4,5.4,Bachelor,Medium,Yes,No,No,5.0,3.6,77.05,Average,Pass
937,Female,22,89.47,8.5,70.95,90.76,1.3,Yes,5,1.1,High School,Medium,Yes,Yes,Yes,6.1,5.8,107.92,Excellent,Pass
938,Male,16,44.45,3.2,64.2,64.98,2.8,Yes,2,18.5,Bachelor,Medium,Yes,No,No,1.0,4.3,84.99,Average,Pass
939,Female,22,53.58,5.5,66.69,34.29,8.4,No,1,13.2,Master,Medium,No,Yes,No,2.0,1.0,59.24,Below Average,Fail
940,Female,23,83.81,6.4,76.69,80.02,8.5,No,5,17.7,Bachelor,Medium,Yes,No,Yes,4.4,6.2,114.75,Excellent,Pass
941,Female,15,75.93,8.3,48.7,73.64,3.6,No,5,14.3,Bachelor,High,Yes,No,No,1.5,8.3,84.87,Average,Pass
942,Male,19,43.87,10.0,93.75,97.94,8.9,No,1,2.6,Bachelor,Medium,No,Yes,No,2.2,1.3,113.43,Excellent,Pass
943,Female,22,92.63,14.7,60.5,69.13,7.9,Yes,3,18.8,Master,Medium,Yes,Yes,Yes,3.1,1.0,91.39,Excellent,Pass
944,Male,16,92.64,1.4,39.04,53.55,4.8,No,7,18.0,High School,Low,Yes,Yes,Yes,4.9,7.6,72.48,Average,Pass
